division,family,genus,specific_epithet,subspecific_epithet,common_name,scientific_name,author,year_of_publication
Angiosperm,Rubiaceae,Ixora,macrothyrsa,,,Ixora macrothyrsa,(Teijsm. & Binn.) N.E.Br.,1883
Angiosperm,Rubiaceae,Kanapia,monstrosa,,,Kanapia monstrosa,(A.Rich.) Arriola & Alejandro,2016
Angiosperm,Rubiaceae,Kanapia,wenzelii,,,Kanapia wenzelii,"(Merr.) Arriola, Parag. & Alejandro",2016
Angiosperm,Rubiaceae,Knoxia,sumatrensis,,,Knoxia sumatrensis,(Retz.) DC.,1830
Angiosperm,Rubiaceae,Lasianthus,acuminatissimus,,,Lasianthus acuminatissimus,Merr.,1922
Angiosperm,Rubiaceae,Lasianthus,attenuatus,,,Lasianthus attenuatus,Jack,1823
Angiosperm,Rubiaceae,Lasianthus,biflorus,,,Lasianthus biflorus,(Blume) M.Gangop. & Chakrab.,1992
Angiosperm,Rubiaceae,Lasianthus,brochidodromus,,,Lasianthus brochidodromus,H.Zhu,2012
Angiosperm,Rubiaceae,Lasianthus,chinensis,,,Lasianthus chinensis,(Champ.) Benth.,1861
Angiosperm,Rubiaceae,Lasianthus,chlorocarpus,,,Lasianthus chlorocarpus,K.Schum.,1905
Angiosperm,Rubiaceae,Lasianthus,chrysoneurus,,,Lasianthus chrysoneurus,(Korth.) Miq.,1857
Angiosperm,Rubiaceae,Lasianthus,clementis,,,Lasianthus clementis,Merr.,1908
Angiosperm,Rubiaceae,Lasianthus,constrictus,,,Lasianthus constrictus,Wight,1846
Angiosperm,Rubiaceae,Lasianthus,cyanocarpus,,,Lasianthus cyanocarpus,Jack,1823
Angiosperm,Rubiaceae,Lasianthus,fordii,,,Lasianthus fordii,Hance,1885
Angiosperm,Rubiaceae,Lasianthus,halconensis,,,Lasianthus halconensis,Arshed & Alejandro,2016
Angiosperm,Rubiaceae,Lasianthus,hirsutus,,,Lasianthus hirsutus,(Roxb.) Merr.,1952
Angiosperm,Rubiaceae,Lasianthus,hispidulus,,,Lasianthus hispidulus,(Drake) Pit.,1924
Angiosperm,Rubiaceae,Lasianthus,lucidus,,,Lasianthus lucidus,Blume,
Angiosperm,Rubiaceae,Lasianthus,obliquinervis,obliquinervis,,Lasianthus obliquinervis obliquinervis,Merr.,1906
Angiosperm,Rubiaceae,Lasianthus,palawanensis,,,Lasianthus palawanensis,H.Zhu,2012
Angiosperm,Rubiaceae,Lasianthus,pergamaceus,,,Lasianthus pergamaceus,King & Gamble,1904
Angiosperm,Rubiaceae,Lasianthus,reticulatus,,,Lasianthus reticulatus,Blume,
Angiosperm,Rubiaceae,Lasianthus,ridsdalei,,,Lasianthus ridsdalei,H.Zhu,2012
Angiosperm,Rubiaceae,Lasianthus,rigidus,,,Lasianthus rigidus,Miq.,1857
Angiosperm,Rubiaceae,Lasianthus,sikkimensis,,,Lasianthus sikkimensis,Hook.f.,1880
Angiosperm,Rubiaceae,Lasianthus,stipularis,,,Lasianthus stipularis,Blume,
Angiosperm,Rubiaceae,Lasianthus,submembranifolius,,,Lasianthus submembranifolius,Elmer,1913
Angiosperm,Rubiaceae,Lasianthus,trichophlebus,barbellatus,,Lasianthus trichophlebus barbellatus,Hemsl.,1888
Angiosperm,Rubiaceae,Lasianthus,verticillatus,,,Lasianthus verticillatus,(Lour.) Merr.,1935
Angiosperm,Rubiaceae,Lasianthus,obscurus,,,Lasianthus obscurus,(DC.) Blume ex Miq.,1857
Angiosperm,Rubiaceae,Leptopetalum,biflorum,,,Leptopetalum biflorum,(L.) Neupane & N.Wikstr.,2015
Angiosperm,Rubiaceae,Leptopetalum,pteritum,,,Leptopetalum pteritum,(Blume) Neupane & N.Wikstr.,2015
Angiosperm,Rubiaceae,Leptopetalum,strigulosum,,,Leptopetalum strigulosum,(Bartl. ex DC.) Neupane & N.Wikstr.,2015
Angiosperm,Rubiaceae,Ludekia,bernardoi,,,Ludekia bernardoi,(Merr.) Ridsdale,1978
Angiosperm,Rubiaceae,Mitracarpus,hirtus,,,Mitracarpus hirtus,(L.) DC.,1830
Angiosperm,Rubiaceae,Mitragyna,diversifolia,,,Mitragyna diversifolia,(Wall. ex G.Don) Havil.,1897
Angiosperm,Rubiaceae,Mitragyna,speciosa,,,Mitragyna speciosa,(Korth.) Havil.,1897
Angiosperm,Rubiaceae,Morinda,carnosa,,,Morinda carnosa,"Venturina, E.E.L.Suarez & Alejandro",2017
Angiosperm,Rubiaceae,Morinda,citrifolia,,,Morinda citrifolia,L.,1753
Angiosperm,Rubiaceae,Morinda,coreia,,,Morinda coreia,Buch.-Ham.,1822
Angiosperm,Rubiaceae,Mussaenda,acuminatissima,,,Mussaenda acuminatissima,Merr.,1920
Angiosperm,Rubiaceae,Mussaenda,albiflora,,,Mussaenda albiflora,Merr.,1910
Angiosperm,Rubiaceae,Mussaenda,anisophylla,,,Mussaenda anisophylla,S.Vidal,1885
Angiosperm,Rubiaceae,Mussaenda,attenuifolia,,,Mussaenda attenuifolia,Elmer,1913
Angiosperm,Rubiaceae,Mussaenda,benguetensis,,,Mussaenda benguetensis,Elmer,1906
Angiosperm,Rubiaceae,Mussaenda,chlorantha,,,Mussaenda chlorantha,Merr.,1913
Angiosperm,Rubiaceae,Mussaenda,grandibracteata,,,Mussaenda grandibracteata,Alejandro,2016
Angiosperm,Rubiaceae,Mussaenda,grandifolia,,,Mussaenda grandifolia,Elmer,1906
Angiosperm,Rubiaceae,Mussaenda,lanata,,,Mussaenda lanata,C.B.Rob.,1911
Angiosperm,Rubiaceae,Mussaenda,liedeae,,,Mussaenda liedeae,Alejandro,2016
Angiosperm,Rubiaceae,Mussaenda,macrophylla,,,Mussaenda macrophylla,Wall.,1824
Angiosperm,Rubiaceae,Mussaenda,magallanensis,,,Mussaenda magallanensis,Elmer,1911
Angiosperm,Rubiaceae,Mussaenda,milleri,,,Mussaenda milleri,Elmer ex Alejandro,2016
Angiosperm,Rubiaceae,Mussaenda,multibracteata,,,Mussaenda multibracteata,Merr.,1916
Angiosperm,Rubiaceae,Mussaenda,nervosa,,,Mussaenda nervosa,Elmer,1911
Angiosperm,Rubiaceae,Mussaenda,palawanensis,,,Mussaenda palawanensis,Merr.,1915
Angiosperm,Rubiaceae,Mussaenda,philippica,,,Mussaenda philippica,A.Rich.,1830
Angiosperm,Rubiaceae,Mussaenda,philippinensis,,,Mussaenda philippinensis,Merr.,1908
Angiosperm,Rubiaceae,Mussaenda,pinatubensis,,,Mussaenda pinatubensis,Elmer,1934
Angiosperm,Rubiaceae,Mussaenda,scandens,,,Mussaenda scandens,Elmer,1911
Angiosperm,Rubiaceae,Mussaenda,setosa,,,Mussaenda setosa,Merr.,1915
Angiosperm,Rubiaceae,Mussaenda,ustii,,,Mussaenda ustii,Alejandro,2008
Angiosperm,Rubiaceae,Mussaenda,vidalii,,,Mussaenda vidalii,Elmer,1911
Angiosperm,Rubiaceae,Mussaenda,viridiflora,,,Mussaenda viridiflora,Alejandro,2008
Angiosperm,Rubiaceae,Mycetia,cauliflora,,,Mycetia cauliflora,Reinw.,1825
Angiosperm,Rubiaceae,Mycetia,dagohoyana,,,Mycetia dagohoyana,"Dela Bajan, Tandang & Alejandro",2017
Angiosperm,Rubiaceae,Mycetia,javanica,,,Mycetia javanica,(Blume) Reinw. ex Korth.,1851
Angiosperm,Rubiaceae,Mycetia,mindanaensis,,,Mycetia mindanaensis,(Elmer) Govaerts,2008
Angiosperm,Rubiaceae,Mycetia,suedixieana,,,Mycetia suedixieana,Tandang & Ordas,2019
Angiosperm,Rubiaceae,Myrmecodia,tuberosa,,,Myrmecodia tuberosa,Jack,1823
Angiosperm,Rubiaceae,Myrmeconauclea,strigosa,,,Myrmeconauclea strigosa,(Korth.) Merr.,1921
Angiosperm,Rubiaceae,Myrmephytum,beccarii,,,Myrmephytum beccarii,Elmer,1911
Angiosperm,Rubiaceae,Myrmephytum,selebicum,,,Myrmephytum selebicum,(Becc.) Becc.,1884
Angiosperm,Rubiaceae,Myrmephytum,sp.,,,Myrmephytum sp.,,
Angiosperm,Rubiaceae,Nauclea,orientalis,,,Nauclea orientalis,(L.) L.,1762
Angiosperm,Rubiaceae,Nauclea,robinsonii,,,Nauclea robinsonii,Merr.,1915
Angiosperm,Rubiaceae,Nauclea,subdita,,,Nauclea subdita,(Korth.) Steud.,1841
Angiosperm,Rubiaceae,Nauclea,officinalis,,,Nauclea officinalis,(Pierre ex Pit.) Merr. & Chun,1940
Angiosperm,Rubiaceae,Neolamarckia,cadamba,,,Neolamarckia cadamba,(Roxb.) Bosser,1984
Angiosperm,Rubiaceae,Neonauclea,bartlingii,,,Neonauclea bartlingii,(DC.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,calycina,,,Neonauclea calycina,(Bartl. ex DC.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,circumscissa,,,Neonauclea circumscissa,Ridsdale,1989
Angiosperm,Rubiaceae,Neonauclea,connicalycina,,,Neonauclea connicalycina,"Ordas, Taradji, Valdez & Alejandro",2016
Angiosperm,Rubiaceae,Neonauclea,formicaria,,,Neonauclea formicaria,(Elmer) Merr.,1923
Angiosperm,Rubiaceae,Neonauclea,glabra,,,Neonauclea glabra,(Roxb.) Bakh.f. & Ridsdale,1989
Angiosperm,Rubiaceae,Neonauclea,jagorii,,,Neonauclea jagorii,(Merr.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,kentii,,,Neonauclea kentii,(Merr.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,lanceolata,gracilis,,Neonauclea lanceolata gracilis,(Blume) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,media,,,Neonauclea media,(Havil.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,pseudocalycina,,,Neonauclea pseudocalycina,Ridsdale,1989
Angiosperm,Rubiaceae,Neonauclea,puberula,,,Neonauclea puberula,(Merr.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,reticulata,,,Neonauclea reticulata,(Havil.) Merr.,1915
Angiosperm,Rubiaceae,Neonauclea,truncata,,,Neonauclea truncata,(Hayata) Yamam.,1935
Angiosperm,Rubiaceae,Neonauclea,viridiflora,,,Neonauclea viridiflora,"Ordas, Banag & Alejandro",2017
Angiosperm,Rubiaceae,Neonauclea,wenzelii,,,Neonauclea wenzelii,(Merr.) Merr.,1915
Angiosperm,Rubiaceae,Nertera,granadensis,,,Nertera granadensis,(Mutis ex L.f.) Druce,1917
Angiosperm,Rubiaceae,Nertera,nigricarpa,,,Nertera nigricarpa,Hayata,1908
Angiosperm,Rubiaceae,Oldenlandia,apoensis,,,Oldenlandia apoensis,Elmer,1906
Angiosperm,Rubiaceae,Oldenlandia,ciliata,,,Oldenlandia ciliata,Elmer,1906
Angiosperm,Rubiaceae,Oldenlandia,corymbosa,,,Oldenlandia corymbosa,L.,1753
Angiosperm,Rubiaceae,Oldenlandia,filifolia,,,Oldenlandia filifolia,Elmer,1906
Angiosperm,Rubiaceae,Oldenlandia,herbacea,,,Oldenlandia herbacea,(L.) Roxb.,1820
Angiosperm,Rubiaceae,Oldenlandia,paniculata,,,Oldenlandia paniculata,L.,1763
Angiosperm,Rubiaceae,Oldenlandia,radicans,,,Oldenlandia radicans,(Bartl. ex DC.) Kuntze,1891
Angiosperm,Rubiaceae,Oldenlandia,yoderi,,,Oldenlandia yoderi,Elmer,1906
Angiosperm,Rubiaceae,Oldenlandiopsis,callitrichoides,,,Oldenlandiopsis callitrichoides,(Griseb.) Terrell & W.H.Lewis,1990
Angiosperm,Rubiaceae,Ophiorrhiza,argostemmoides,,,Ophiorrhiza argostemmoides,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,biflora,,,Ophiorrhiza biflora,Elmer,1906
Angiosperm,Rubiaceae,Ophiorrhiza,caespitulosa,,,Ophiorrhiza caespitulosa,Elmer,1908
Angiosperm,Rubiaceae,Ophiorrhiza,camiguinensis,,,Ophiorrhiza camiguinensis,Elmer,1913
Angiosperm,Rubiaceae,Ophiorrhiza,ciliata,,,Ophiorrhiza ciliata,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,curtiflora,,,Ophiorrhiza curtiflora,Elmer,1913
Angiosperm,Rubiaceae,Ophiorrhiza,davaensis,,,Ophiorrhiza davaensis,Quisumb.,1930
Angiosperm,Rubiaceae,Ophiorrhiza,dolichophylla,,,Ophiorrhiza dolichophylla,Merr.,1922
Angiosperm,Rubiaceae,Ophiorrhiza,erythropilosa,,,Ophiorrhiza erythropilosa,Alfeche & Alejandro,2020
Angiosperm,Rubiaceae,Ophiorrhiza,hamiguitanensis,,,Ophiorrhiza hamiguitanensis,Alfeche & Alejandro,2020
Angiosperm,Rubiaceae,Ophiorrhiza,inaequifolia,,,Ophiorrhiza inaequifolia,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,involucrata,,,Ophiorrhiza involucrata,Elmer,1908
Angiosperm,Rubiaceae,Ophiorrhiza,lallanii,,,Ophiorrhiza lallanii,R.Kr.Singh,2024
Angiosperm,Rubiaceae,Ophiorrhiza,lancilimba,,,Ophiorrhiza lancilimba,Merr.,1926
Angiosperm,Rubiaceae,Ophiorrhiza,linearifolia,,,Ophiorrhiza linearifolia,Merr.,1915
Angiosperm,Rubiaceae,Ophiorrhiza,liukiuensis,,,Ophiorrhiza liukiuensis,Hayata,1912
Angiosperm,Rubiaceae,Ophiorrhiza,macgregorii,,,Ophiorrhiza macgregorii,Merr.,1921
Angiosperm,Rubiaceae,Ophiorrhiza,maquilingensis,,,Ophiorrhiza maquilingensis,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,merrillii,,,Ophiorrhiza merrillii,R.Kr.Singh,2024
Angiosperm,Rubiaceae,Ophiorrhiza,oblongifolia,,,Ophiorrhiza oblongifolia,DC.,1830
Angiosperm,Rubiaceae,Ophiorrhiza,oblongilimba,,,Ophiorrhiza oblongilimba,Merr.,1917
Angiosperm,Rubiaceae,Ophiorrhiza,ovata,,,Ophiorrhiza ovata,Merr.,1921
Angiosperm,Rubiaceae,Ophiorrhiza,pinatuboensis,,,Ophiorrhiza pinatuboensis,Ruhsam,2008
Angiosperm,Rubiaceae,Ophiorrhiza,pubescens,,,Ophiorrhiza pubescens,Elmer,1906
Angiosperm,Rubiaceae,Ophiorrhiza,pubiflora,,,Ophiorrhiza pubiflora,Merr.,1921
Angiosperm,Rubiaceae,Ophiorrhiza,pulgarensis,,,Ophiorrhiza pulgarensis,Elmer,1912
Angiosperm,Rubiaceae,Ophiorrhiza,ravifolia,,,Ophiorrhiza ravifolia,Naive & Alejandro,2024
Angiosperm,Rubiaceae,Ophiorrhiza,sorsogonensis,,,Ophiorrhiza sorsogonensis,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,undulata,,,Ophiorrhiza undulata,Merr.,1913
Angiosperm,Rubiaceae,Ophiorrhiza,venosa,,,Ophiorrhiza venosa,Merr.,1907
Angiosperm,Rubiaceae,Ophiorrhiza,zambalensis,,,Ophiorrhiza zambalensis,Elmer,1934
Angiosperm,Rubiaceae,Ophiorrhiza,mungos,,,Ophiorrhiza mungos,L.,1753
Angiosperm,Rubiaceae,Ophiorrhiza,acuminata,,,Ophiorrhiza acuminata,DC.,1830
Angiosperm,Rubiaceae,Oxyceros,bispinosus,,,Oxyceros bispinosus,(Griff.) Tirveng.,1983
Angiosperm,Rubiaceae,Paederia,foetida,,,Paederia foetida,L.,1767
Angiosperm,Rubiaceae,Paederia,verticillata,,,Paederia verticillata,Blume,1827
Angiosperm,Rubiaceae,Paralasianthus,dichotomus,,,Paralasianthus dichotomus,(Korth.) H.Zhu,2015
Angiosperm,Rubiaceae,Paralasianthus,zhengyianus,,,Paralasianthus zhengyianus,H.Zhu,2015
Angiosperm,Rubiaceae,Pavetta,barnesii,,,Pavetta barnesii,Elmer,1906
Angiosperm,Rubiaceae,Pavetta,basilanensis,,,Pavetta basilanensis,Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,batanensis,,,Pavetta batanensis,Bremek.,1939
Angiosperm,Rubiaceae,Pavetta,brachyantha,,,Pavetta brachyantha,Merr.,1913
Angiosperm,Rubiaceae,Pavetta,cumingii,,,Pavetta cumingii,Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,dolichostyla,,,Pavetta dolichostyla,Merr.,1906
Angiosperm,Rubiaceae,Pavetta,elmeri,,,Pavetta elmeri,Merr.,1921
Angiosperm,Rubiaceae,Pavetta,leytensis,,,Pavetta leytensis,Bremek.,1939
Angiosperm,Rubiaceae,Pavetta,luzonica,,,Pavetta luzonica,Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,membranacea,,,Pavetta membranacea,Blanco,1837
Angiosperm,Rubiaceae,Pavetta,mindanaensis,,,Pavetta mindanaensis,Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,multiflora,,,Pavetta multiflora,(Koord. & Valeton) Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,parvifolia,,,Pavetta parvifolia,S.Vidal,1885
Angiosperm,Rubiaceae,Pavetta,phanerophlebia,,,Pavetta phanerophlebia,Merr.,1921
Angiosperm,Rubiaceae,Pavetta,polyantha,,,Pavetta polyantha,(Hook.f.) Wall. ex Bremek.,1934
Angiosperm,Rubiaceae,Pavetta,subferruginea,,,Pavetta subferruginea,Merr.,1921
Angiosperm,Rubiaceae,Pavetta,williamsii,,,Pavetta williamsii,Merr.,1921
Angiosperm,Rubiaceae,Praravinia,acuminata,,,Praravinia acuminata,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,affinis,,,Praravinia affinis,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,everettii,,,Praravinia everettii,Merr.,1915
Angiosperm,Rubiaceae,Praravinia,glabra,,,Praravinia glabra,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,loheri,,,Praravinia loheri,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,longistipula,,,Praravinia longistipula,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,lucbanensis,,,Praravinia lucbanensis,(Elmer) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,microphylla,,,Praravinia microphylla,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,mimica,,,Praravinia mimica,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,mindanaensis,,,Praravinia mindanaensis,(Elmer) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,multinervia,,,Praravinia multinervia,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,negrosensis,,,Praravinia negrosensis,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,panayensis,,,Praravinia panayensis,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,pubescens,,,Praravinia pubescens,(Quisumb. & Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,quadribracteolata,,,Praravinia quadribracteolata,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,sablanensis,,,Praravinia sablanensis,(Elmer) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,stenophylla,,,Praravinia stenophylla,(Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,triflora,,,Praravinia triflora,(Quisumb. & Merr.) Bremek.,1940
Angiosperm,Rubiaceae,Praravinia,viridescens,,,Praravinia viridescens,(Elmer) Bremek.,1940
Angiosperm,Rubiaceae,Prismatomeris,brachypus,,,Prismatomeris brachypus,Ridl.,1940
Angiosperm,Rubiaceae,Prismatomeris,obtusifolia,,,Prismatomeris obtusifolia,Merr.,1925
Angiosperm,Rubiaceae,Prismatomeris,tetrandra,tetrandra,,Prismatomeris tetrandra tetrandra,(Roxb.) K.Schum.,1891
Angiosperm,Rubiaceae,Pseudomussaenda,flava,,,Pseudomussaenda flava,Verdc.,1952
Angiosperm,Rubiaceae,Psychotria,acuminatissima,,,Psychotria acuminatissima,Elmer,1908
Angiosperm,Rubiaceae,Psychotria,alabatensis,,,Psychotria alabatensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,alejandroi,,,Psychotria alejandroi,"Ordas, Chen & Odulio",2025
Angiosperm,Rubiaceae,Psychotria,alzapaniensis,,,Psychotria alzapaniensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,amaracarpoides,,,Psychotria amaracarpoides,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,amplissima,,,Psychotria amplissima,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,arborescens,,,Psychotria arborescens,Elmer,1911
Angiosperm,Rubiaceae,Psychotria,banahaensis,,,Psychotria banahaensis,Elmer,1906
Angiosperm,Rubiaceae,Psychotria,barkleyi,,,Psychotria barkleyi,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,bataanensis,,,Psychotria bataanensis,Elmer,1906
Angiosperm,Rubiaceae,Psychotria,bayombongensis,,,Psychotria bayombongensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,boholensis,,,Psychotria boholensis,Merr. ex Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,bontocensis,,,Psychotria bontocensis,Merr.,1914
Angiosperm,Rubiaceae,Psychotria,cadigensis,,,Psychotria cadigensis,Merr.,1917
Angiosperm,Rubiaceae,Psychotria,capizensis,,,Psychotria capizensis,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,cardiophylla,,,Psychotria cardiophylla,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,casiguraensis,,,Psychotria casiguraensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,castroi,,,Psychotria castroi,Merr. & Quisumb. ex Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,catanduaniensis,,,Psychotria catanduaniensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,cephalophora,,,Psychotria cephalophora,Merr.,1908
Angiosperm,Rubiaceae,Psychotria,christarusselliae,,,Psychotria christarusselliae,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,conglomeratiflora,,,Psychotria conglomeratiflora,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,cordatula,,,Psychotria cordatula,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,crassifolia,,,Psychotria crassifolia,Miq.,1869
Angiosperm,Rubiaceae,Psychotria,crispipila,,,Psychotria crispipila,Merr.,1906
Angiosperm,Rubiaceae,Psychotria,cuernosensis,,,Psychotria cuernosensis,Elmer,1908
Angiosperm,Rubiaceae,Psychotria,cuneata,,,Psychotria cuneata,Elmer,1934
Angiosperm,Rubiaceae,Psychotria,diffusa,,,Psychotria diffusa,Merr.,1906
Angiosperm,Rubiaceae,Psychotria,dingalanensis,,,Psychotria dingalanensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,elliptifolia,,,Psychotria elliptifolia,Elmer,1906
Angiosperm,Rubiaceae,Psychotria,elliptilimba,,,Psychotria elliptilimba,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,elmeriana,,,Psychotria elmeriana,Hochr.,1934
Angiosperm,Rubiaceae,Psychotria,fenicis,,,Psychotria fenicis,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,foxworthyi,,,Psychotria foxworthyi,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,frakei,,,Psychotria frakei,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,galintanensis,,,Psychotria galintanensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,gitingensis,,,Psychotria gitingensis,Elmer,1911
Angiosperm,Rubiaceae,Psychotria,gracilipes,,,Psychotria gracilipes,Merr.,1913
Angiosperm,Rubiaceae,Psychotria,hilonghilongensis,,,Psychotria hilonghilongensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,ilocana,,,Psychotria ilocana,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,iridensis,,,Psychotria iridensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,iwahigensis,,,Psychotria iwahigensis,Elmer,1912
Angiosperm,Rubiaceae,Psychotria,ixoroides,,,Psychotria ixoroides,Bartl. ex DC.,1830
Angiosperm,Rubiaceae,Psychotria,lagunensis,,,Psychotria lagunensis,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,lanaensis,,,Psychotria lanaensis,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,lancilimba,,,Psychotria lancilimba,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,lianoides,,,Psychotria lianoides,Elmer,1911
Angiosperm,Rubiaceae,Psychotria,linearis,,,Psychotria linearis,Bartl. ex DC.,1830
Angiosperm,Rubiaceae,Psychotria,loheri,,,Psychotria loheri,Elmer,1908
Angiosperm,Rubiaceae,Psychotria,longipedicellata,,,Psychotria longipedicellata,Elmer,1906
Angiosperm,Rubiaceae,Psychotria,longissima,,,Psychotria longissima,Quisumb. & Merr.,1928
Angiosperm,Rubiaceae,Psychotria,luzoniensis,,,Psychotria luzoniensis,(Cham. & Schltdl.) Fern.-Vill.,1880
Angiosperm,Rubiaceae,Psychotria,macgregorii,,,Psychotria macgregorii,Merr.,1910
Angiosperm,Rubiaceae,Psychotria,madulidii,,,Psychotria madulidii,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,magnifolia,,,Psychotria magnifolia,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,manillensis,,,Psychotria manillensis,Bartl. ex DC.,1830
Angiosperm,Rubiaceae,Psychotria,mariguidonensis,,,Psychotria mariguidonensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,mendozii,,,Psychotria mendozii,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,merrittii,,,Psychotria merrittii,Merr.,1925
Angiosperm,Rubiaceae,Psychotria,merrittioides,,,Psychotria merrittioides,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,mindanaensis,,,Psychotria mindanaensis,Merr.,1913
Angiosperm,Rubiaceae,Psychotria,mindoroensis,,,Psychotria mindoroensis,Elmer,1911
Angiosperm,Rubiaceae,Psychotria,nagapatensis,,,Psychotria nagapatensis,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,negrosensis,,,Psychotria negrosensis,Elmer,1908
Angiosperm,Rubiaceae,Psychotria,nitens,,,Psychotria nitens,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,nitidifolia,,,Psychotria nitidifolia,"Ordas, Chen & Alfeche",2025
Angiosperm,Rubiaceae,Psychotria,obscurinervia,,,Psychotria obscurinervia,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,olsenii,,,Psychotria olsenii,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,palawanensis,,,Psychotria palawanensis,Elmer,1912
Angiosperm,Rubiaceae,Psychotria,palimlimensis,,,Psychotria palimlimensis,Sohmer & A.P.Davis,2007
Angiosperm,Rubiaceae,Psychotria,pallidifolia,,,Psychotria pallidifolia,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,paloensis,,,Psychotria paloensis,Elmer,1906
Angiosperm,Rubiaceae,Psychotria,panayensis,,,Psychotria panayensis,Merr.,1921
Angiosperm,Rubiaceae,Psychotria,papillata,,,Psychotria papillata,(Merr.) Merr.,1923
Angiosperm,Rubiaceae,Psychotria,paracalensis,,,Psychotria paracalensis,Sohmer & A.P.Davis,2007
